Timestamp,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,date_part,time_part,KP
9/24/2023 12:00,1,4.61,4.5,4.89,-3.43,-3.91,-2.24,3.06,2.62,4.03,-0.45,-0.59,0.99,136.27,119.08,145.39,-5.23,-7.5,11.91,2.46,2.2,4.26,304.0,293.9,385.1,9977,7820,113577,9/24/2023,12:00:00,1.0
9/24/2023 15:00,1,4.89,4.8,4.94,-3.21,-3.56,-2.8,3.6,3.33,3.89,-0.59,-1.01,0.24,131.86,125.68,136.9,-6.9,-11.74,2.87,2.8,2.53,3.71,377.1,367.9,457.9,101907,87847,128576,9/24/2023,15:00:00,0.33
9/24/2023 18:00,1,6.7,6.35,7.43,-3.26,-4.08,-2.39,4.38,3.58,4.79,-4.18,-4.69,-2.9,126.94,116.86,137.67,-36.96,-42.58,-26.55,6.99,6.57,7.35,315.9,312.4,322.2,17274,14709,17965,9/24/2023,18:00:00,5.67
9/24/2023 21:00,1,18.1,15.66,24.34,3.37,-4.84,14.52,-4.21,-18.98,2.96,-15.58,-18.67,11.89,291.61,124.57,349.08,-72.72,-82.59,35.52,43.83,39.82,48.75,462.5,453.9,469.0,167508,143607,203567,9/24/2023,21:00:00,5.67
9/25/2023 0:00,1,17.18,11.48,17.88,-6.98,-8.95,-0.26,4.14,-9.23,8.87,-15.07,-15.98,6.64,151.94,117.1,268.38,-60.15,-68.83,35.72,27.99,24.99,29.43,450.4,442.6,454.7,206101,158828,287688,9/25/2023,00:00:00,5.33
9/25/2023 3:00,1,22.29,19.72,23.63,3.5,-0.37,5.4,-17.63,-23.1,-14.9,-1.26,-16.91,12.81,278.83,268.74,288.09,-3.25,-46.61,38.13,23.53,20.77,24.8,466.4,458.6,472.4,239887,192129,277536,9/25/2023,03:00:00,5.0
9/25/2023 6:00,1,30.17,24.53,30.95,-1.51,-4.75,2.15,-8.65,-24.48,4.56,28.07,-1.59,30.35,255.6,136.18,277.17,71.36,-3.7,83.77,16.43,11.27,22.41,472.8,463.1,487.3,56844,24004,227294,9/25/2023,06:00:00,3.33
9/25/2023 9:00,1,33.33,33.1,33.45,-8.53,-9.63,-6.53,26.64,25.86,28.27,17.7,15.87,19.42,107.5,103.09,109.75,32.22,28.49,35.59,9.91,7.98,10.74,462.8,457.7,481.2,15280,8467,26394,9/25/2023,09:00:00,3.33
9/25/2023 12:00,1,28.71,27.71,29.96,-4.59,-6.71,-3.34,27.51,26.45,28.57,7.2,5.92,8.73,99.48,96.92,104.08,14.42,11.84,17.21,24.33,21.05,29.07,460.0,443.5,464.5,41666,24696,70883,9/25/2023,12:00:00,3.67
9/25/2023 15:00,1,21.2,19.6,21.85,-3.3,-4.61,-2.09,19.19,17.86,19.98,8.07,7.15,8.93,99.62,96.23,103.74,22.18,20.23,24.98,17.95,12.56,21.9,432.3,421.1,445.8,53247,41943,87053,9/25/2023,15:00:00,2.33
9/25/2023 18:00,1,18.02,15.24,18.97,-7.91,-9.49,-6.98,14.41,11.39,15.59,6.33,4.22,11.55,120.12,116.01,124.88,21.96,13.15,39.76,17.17,14.47,19.7,465.3,456.2,469.5,73339,47111,215462,9/25/2023,18:00:00,2.33
9/25/2023 21:00,1,17.89,17.47,18.14,-8.88,-10.13,-7.03,15.58,14.25,16.26,0.84,-1.28,2.11,119.45,113.47,125.41,2.76,-4.06,6.69,9.54,8.01,13.22,458.1,452.9,464.8,62874,20184,134909,9/25/2023,21:00:00,2.0
9/26/2023 0:00,1,15.6,15.16,15.71,-5.96,-7.89,-2.35,14.14,13.37,15.18,0.79,-1.75,2.47,112.16,98.8,120.54,2.9,-6.51,9.09,6.76,5.44,7.98,451.6,443.7,477.0,107421,45416,154713,9/26/2023,00:00:00,3.33
9/26/2023 3:00,1,12.92,12.72,13.03,-4.26,-6.03,-2.44,11.99,11.05,12.23,-1.73,-5.82,0.48,109.17,101.94,118.08,-7.7,-27.04,2.14,3.13,2.79,4.77,434.8,420.3,466.7,71584,55950,324202,9/26/2023,03:00:00,4.33
9/26/2023 6:00,1,12.17,12.02,12.26,1.3,-0.08,2.36,6.17,5.41,7.04,-10.31,-10.92,-9.5,78.34,69.04,90.66,-58.19,-63.34,-51.97,7.79,5.11,8.56,468.4,444.6,477.4,406802,160486,478370,9/26/2023,06:00:00,4.67
9/26/2023 9:00,1,11.95,11.89,12.06,0.62,-0.49,1.03,4.07,3.13,7.78,-11.24,-11.5,-9.17,81.63,75.83,93.63,-69.52,-74.54,-49.63,5.74,5.57,6.47,470.7,467.4,472.5,232085,219849,238656,9/26/2023,09:00:00,5.33
9/26/2023 12:00,1,6.39,3.63,8.49,-3.52,-4.45,-0.96,3.61,0.92,4.86,3.49,-1.98,7.01,131.63,106.12,144.01,44.33,-26.03,68.86,11.05,5.48,13.39,467.5,455.5,484.1,155737,104148,287484,9/26/2023,12:00:00,5.33
9/26/2023 15:00,1,1.71,0.92,2.42,-0.44,-1.92,0.17,-0.88,-1.67,0.42,-1.25,-1.83,0.48,236.1,167.6,275.75,-47.38,-58.03,17.14,11.27,10.37,11.77,514.0,507.6,522.0,197781,159493,211902,9/26/2023,15:00:00,3.67
9/26/2023 18:00,1,2.77,2.61,3.01,2.32,2.05,2.77,-0.11,-0.44,0.08,-1.39,-1.68,-1.05,356.19,0.22,359.99,-31.62,-38.58,-21.53,10.23,9.42,10.47,516.3,511.0,530.0,428682,362838,449286,9/26/2023,18:00:00,3.33
9/26/2023 21:00,1,3.58,3.49,3.76,2.31,1.65,2.56,-1.62,-1.85,-1.45,-2.33,-2.65,-2.11,323.71,316.92,327.11,-40.33,-49.49,-35.1,9.7,9.54,10.2,508.9,507.1,528.9,367789,355962,393385,9/26/2023,21:00:00,3.33
9/27/2023 0:00,1,2.36,2.0,2.9,-1.72,-2.48,-0.96,-1.1,-2.08,-0.76,-0.74,-1.83,1.25,213.34,197.41,234.06,-16.42,-44.44,27.76,10.14,9.51,10.87,498.1,491.6,503.9,119394,83974,246224,9/27/2023,00:00:00,4.0
9/27/2023 3:00,1,4.97,2.0,5.58,0.82,0.2,1.34,-2.21,-3.65,-0.03,3.81,0.9,5.42,292.42,275.54,358.48,56.62,27.44,78.4,8.31,7.29,10.24,488.4,480.7,494.5,132023,87646,167086,9/27/2023,03:00:00,3.0
9/27/2023 6:00,1,4.96,4.57,5.41,-0.11,-0.89,1.34,4.12,3.75,4.72,-2.69,-3.13,-1.77,91.98,74.19,103.12,-32.54,-39.11,-19.81,9.53,8.5,12.66,473.7,466.0,484.7,67871,31947,177404,9/27/2023,06:00:00,3.33
9/27/2023 9:00,1,4.69,1.05,5.11,0.89,-2.78,1.99,4.47,0.91,4.96,0.13,-1.99,0.88,84.53,27.63,136.26,1.76,-38.82,25.28,14.85,9.64,16.54,462.8,458.8,477.8,31370,28970,130187,9/27/2023,09:00:00,3.33
9/27/2023 12:00,1,3.52,2.44,4.19,-0.78,-1.44,2.51,2.45,1.18,3.43,1.8,0.1,2.8,103.06,25.15,125.02,32.54,2.23,54.5,18.85,16.43,21.47,441.1,437.7,452.2,39600,29287,48624,9/27/2023,12:00:00,3.0
9/27/2023 15:00,1,2.98,1.02,4.74,-1.17,-3.27,1.83,1.4,-0.85,4.44,-0.57,-2.82,2.39,124.13,22.07,346.08,-23.5,-69.54,38.14,15.62,14.58,17.89,425.0,420.1,429.9,47476,40369,66705,9/27/2023,15:00:00,3.0
9/27/2023 18:00,1,4.36,3.12,5.08,0.83,-1.44,3.57,2.15,-4.74,3.59,-0.83,-4.83,2.52,59.25,28.54,260.09,-10.85,-86.11,45.28,6.9,6.14,8.05,490.8,472.0,500.7,288006,233701,442237,9/27/2023,18:00:00,2.33
9/27/2023 21:00,1,4.94,4.79,5.01,-0.11,-0.74,0.66,4.88,4.22,4.97,-0.37,-0.98,2.09,90.7,81.13,98.89,-4.27,-11.54,26.08,6.36,6.03,8.8,495.7,492.6,503.7,253255,243442,456560,9/27/2023,21:00:00,1.0
9/28/2023 0:00,1,5.21,4.85,5.3,-3.12,-4.05,-2.07,3.68,2.69,4.6,1.12,-1.34,2.91,129.95,114.23,141.17,12.5,-14.89,36.44,6.86,4.43,7.76,499.5,484.3,523.3,388478,247534,462591,9/28/2023,00:00:00,1.67
9/28/2023 3:00,1,5.63,5.53,5.68,-5.45,-5.53,-5.29,1.05,0.58,1.31,0.93,0.35,1.51,169.44,166.27,173.97,9.55,3.6,15.68,4.48,4.28,4.6,448.8,447.9,451.0,177087,169740,180013,9/28/2023,03:00:00,3.0
9/28/2023 6:00,1,4.43,4.11,4.62,-3.52,-3.82,-2.67,2.35,1.96,3.57,-0.95,-2.45,0.35,144.82,126.81,152.56,-12.16,-33.66,4.51,4.81,2.65,6.59,482.2,448.2,510.9,336552,165233,433044,9/28/2023,06:00:00,0.67
9/28/2023 9:00,1,4.54,4.4,4.65,-4.46,-4.6,-4.16,0.03,-1.52,0.48,-0.2,-1.0,1.89,181.02,173.45,199.28,-2.54,-13.19,24.31,6.92,3.61,8.09,506.4,497.9,530.1,411758,189337,507417,9/28/2023,09:00:00,1.67
9/28/2023 12:00,1,5.13,5.08,5.22,-4.34,-4.78,-3.19,1.47,-0.5,2.8,2.21,0.34,3.84,164.72,145.22,186.95,25.39,3.86,49.31,4.72,4.26,5.42,446.7,443.4,451.8,176239,158815,189120,9/28/2023,12:00:00,0.67
9/28/2023 15:00,1,5.79,5.65,5.94,-3.31,-4.12,-2.28,2.55,0.74,4.22,-4.18,-4.75,-0.35,145.21,128.14,166.58,-46.67,-56.99,-3.73,5.19,4.46,6.1,443.2,436.9,450.0,196018,162488,207137,9/28/2023,15:00:00,0.67
9/28/2023 18:00,1,5.51,5.46,5.6,-2.57,-3.47,-1.25,4.8,4.31,5.31,-0.22,-0.86,1.65,117.57,103.26,128.66,-2.33,-9.02,17.54,6.19,3.65,8.11,503.9,450.8,512.7,403690,177175,513582,9/28/2023,18:00:00,0.67
9/28/2023 21:00,1,7.46,7.19,7.92,2.46,0.53,3.48,6.24,5.54,6.98,-3.15,-4.31,-0.8,68.9,59.65,85.67,-24.88,-33.28,-6.48,5.51,3.96,8.16,458.7,435.5,485.6,169851,120563,275212,9/28/2023,21:00:00,2.33
9/29/2023 0:00,1,7.35,7.07,7.45,-0.41,-1.47,0.75,7.04,6.66,7.34,-1.81,-2.94,-0.43,93.03,83.76,101.76,-14.16,-23.8,-3.38,3.46,3.19,6.62,439.1,435.6,446.4,161905,115907,291617,9/29/2023,00:00:00,2.33
9/29/2023 3:00,1,7.96,7.87,8.02,0.92,-0.27,1.55,6.04,5.52,6.37,-5.06,-5.62,-4.67,82.0,75.01,92.77,-39.42,-45.5,-36.01,4.09,3.37,4.42,428.0,416.3,437.1,129304,95371,151643,9/29/2023,03:00:00,2.33
9/29/2023 6:00,1,8.21,8.07,8.27,5.24,4.72,5.73,-0.07,-0.47,0.34,-6.29,-6.53,-5.92,359.1,0.21,359.93,-50.22,-54.09,-45.96,5.74,4.8,6.55,448.3,439.7,459.4,134008,97833,197471,9/29/2023,06:00:00,3.67
9/29/2023 9:00,1,7.92,7.28,8.27,0.07,-2.84,2.04,2.57,0.27,4.11,-7.39,-7.91,-6.1,87.68,7.59,126.07,-70.65,-78.08,-50.92,7.85,3.61,9.1,471.0,432.7,488.1,406804,123268,466305,9/29/2023,09:00:00,4.0
9/29/2023 12:00,1,7.2,7.07,7.52,-3.85,-4.36,-2.73,0.03,-1.93,2.29,6.05,5.54,6.44,176.92,143.04,210.55,57.78,51.51,62.32,8.45,7.81,9.68,476.0,467.2,483.6,134023,79347,196728,9/29/2023,12:00:00,3.33
9/29/2023 15:00,1,7.41,6.96,7.54,-4.96,-5.32,-4.06,0.27,-2.07,2.13,5.39,4.87,5.68,180.56,156.83,206.61,47.4,42.3,51.05,8.53,6.98,10.07,458.6,453.0,467.9,47821,16585,98248,9/29/2023,15:00:00,1.33
9/29/2023 18:00,1,6.86,6.71,7.09,-4.43,-6.51,-1.53,-2.29,-5.43,2.78,4.54,0.85,5.4,201.35,155.99,254.24,41.22,6.91,52.56,8.19,7.3,9.36,464.9,450.2,485.1,86603,52140,146830,9/29/2023,18:00:00,1.0
9/29/2023 21:00,1,6.64,6.57,6.84,-6.12,-6.53,-5.17,2.67,1.37,3.97,-0.36,-3.81,0.2,156.9,143.87,168.17,-3.05,-35.26,1.66,7.39,6.96,8.06,445.1,443.0,457.1,50186,45683,69099,9/29/2023,21:00:00,1.33
9/30/2023 0:00,1,6.18,6.07,6.28,-5.84,-6.13,-4.63,1.2,-1.24,3.41,-0.37,-3.6,3.26,165.83,143.63,194.69,-3.35,-36.34,31.73,6.02,5.7,6.86,438.6,437.0,454.8,48695,40209,70266,9/30/2023,00:00:00,1.67
9/30/2023 3:00,1,5.68,5.63,5.78,-4.01,-5.17,-2.77,2.35,1.07,4.27,-3.09,-4.69,-1.5,148.54,128.61,163.46,-33.11,-55.73,-15.42,5.06,4.75,5.95,439.0,428.0,451.6,54222,47655,109146,9/30/2023,03:00:00,2.33
9/30/2023 6:00,1,5.49,4.7,5.73,-4.08,-5.02,-2.0,2.29,0.75,3.06,-2.81,-4.25,1.62,152.18,134.51,169.63,-29.94,-63.34,18.56,4.48,3.72,5.02,434.2,430.4,448.0,116313,55672,141623,9/30/2023,06:00:00,3.0
9/30/2023 9:00,1,4.93,4.74,5.1,-4.24,-4.76,-1.04,1.88,0.13,3.98,-1.93,-3.04,-0.94,153.62,104.61,178.36,-22.75,-38.24,-11.08,4.15,3.01,6.52,425.0,419.7,437.9,121509,95894,354966,9/30/2023,09:00:00,2.33
9/30/2023 12:00,1,5.22,5.15,5.28,-2.41,-3.04,-1.14,1.47,0.77,1.95,-4.4,-4.86,-4.08,146.95,128.57,165.83,-57.27,-69.33,-51.2,3.86,3.53,5.22,435.0,433.7,442.8,167680,65849,192927,9/30/2023,12:00:00,2.33
9/30/2023 15:00,1,4.58,3.53,4.78,-0.39,-2.01,4.59,0.65,-0.52,3.75,-4.17,-4.65,0.15,119.8,14.92,358.99,-69.48,-84.16,2.45,5.33,4.27,8.02,419.1,408.7,462.8,92193,64144,149879,9/30/2023,15:00:00,2.0
9/30/2023 18:00,1,5.05,4.87,5.2,-1.3,-2.36,1.9,2.17,-0.63,3.32,-4.36,-4.75,-3.3,93.33,19.45,357.23,-61.51,-73.88,-39.66,4.13,3.7,5.73,400.9,393.2,419.2,80803,46721,126009,9/30/2023,18:00:00,2.33
9/30/2023 21:00,1,5.35,5.14,5.54,-1.45,-2.68,-0.75,-0.58,-1.12,0.66,-5.1,-5.41,-4.37,198.88,166.08,225.16,-72.65,-82.1,-57.83,5.45,3.09,6.19,424.3,404.0,430.0,343456,111993,380081,9/30/2023,21:00:00,3.0
10/1/2023 0:00,1,3.9,2.47,4.94,-3.58,-4.73,-1.35,0.11,-1.61,3.72,1.44,-0.54,2.23,166.81,109.98,201.3,21.07,-6.93,42.52,3.48,1.79,5.74,415.2,398.5,422.1,95042,64486,226746,10/1/2023,00:00:00,4.0
10/1/2023 3:00,1,5.18,3.69,5.44,-0.52,-3.62,0.55,-2.08,-3.22,1.5,-4.5,-5.16,-1.28,241.12,155.81,287.22,-60.71,-72.26,-19.7,4.57,2.59,5.24,413.5,405.6,421.6,92267,77417,231543,10/1/2023,03:00:00,2.0
10/1/2023 6:00,1,5.3,5.01,5.4,-1.42,-2.34,0.13,4.67,3.82,5.31,1.64,-0.64,2.97,105.07,88.62,119.45,18.09,-7.02,35.1,4.44,3.71,5.48,407.0,400.4,413.3,86993,64014,97421,10/1/2023,06:00:00,2.0
10/1/2023 9:00,1,5.91,5.83,6.1,-4.06,-4.38,-3.51,-2.34,-3.22,-1.3,-3.73,-4.59,-3.24,208.83,197.32,221.68,-39.31,-49.42,-33.69,4.12,3.09,6.41,399.5,390.8,423.1,116785,78120,348351,10/1/2023,09:00:00,2.0
10/1/2023 12:00,1,5.04,4.76,5.25,-4.66,-4.97,-3.38,0.57,-1.82,2.89,-0.6,-1.59,2.97,167.22,142.45,201.36,-6.8,-18.84,35.21,2.37,1.03,4.23,412.8,401.8,423.8,103563,50722,245678,10/1/2023,12:00:00,2.0
10/1/2023 15:00,1,5.32,5.22,5.43,-3.16,-3.48,-2.67,2.07,-0.07,3.43,3.62,2.46,4.47,148.16,132.35,181.27,42.99,27.87,55.41,3.88,3.63,4.97,413.3,407.2,418.0,280486,216389,311030,10/1/2023,15:00:00,1.0
10/1/2023 18:00,1,5.3,4.95,5.5,-3.45,-4.2,-2.67,2.0,1.04,3.22,-3.41,-4.08,-2.18,148.92,139.44,159.25,-41.07,-54.39,-23.63,3.32,2.78,4.18,417.2,403.1,426.9,278629,213693,294215,10/1/2023,18:00:00,1.33
10/1/2023 21:00,1,4.83,4.56,5.0,-1.81,-2.5,-0.65,3.61,3.02,4.43,2.55,-0.63,3.41,114.75,101.58,125.28,31.99,-7.72,46.19,5.58,4.14,5.91,429.1,416.1,431.8,360278,209814,369791,10/1/2023,21:00:00,1.67
10/2/2023 0:00,1,4.77,4.59,4.86,-1.54,-2.39,-0.57,0.47,-2.23,2.08,-4.34,-4.64,-3.36,159.42,118.68,224.46,-66.75,-82.91,-46.55,4.28,3.99,4.68,396.2,391.2,407.1,136697,99895,280714,10/2/2023,00:00:00,3.0
10/2/2023 3:00,1,5.35,5.14,5.46,-0.11,-2.19,0.49,4.48,1.99,5.14,-2.86,-4.28,-0.06,96.59,83.28,137.83,-32.17,-55.34,-0.58,4.14,1.28,4.72,412.4,405.4,425.9,308563,123964,329016,10/2/2023,03:00:00,3.33
10/2/2023 6:00,1,6.12,5.99,6.18,-3.24,-3.84,-2.84,5.18,4.51,5.48,-0.25,-1.33,0.27,122.15,117.41,130.42,-2.3,-12.65,2.59,1.57,0.82,5.14,444.2,429.4,484.7,194818,68948,252501,10/2/2023,06:00:00,1.0
10/2/2023 9:00,1,6.23,6.15,6.29,-2.92,-3.44,-2.5,5.39,4.84,5.69,-0.96,-1.64,0.13,118.82,113.69,125.42,-8.98,-15.42,1.19,1.65,1.13,1.77,445.5,436.8,447.7,195566,114610,202135,10/2/2023,09:00:00,2.33
10/2/2023 12:00,1,5.08,4.88,5.38,1.43,-1.25,2.83,1.43,-1.59,4.87,-4.31,-4.77,0.7,40.2,4.88,350.97,-59.13,-70.12,7.92,3.29,2.45,4.25,403.1,378.8,410.5,87467,29616,188042,10/2/2023,12:00:00,1.67
10/2/2023 15:00,1,3.98,2.64,4.61,-1.63,-3.24,2.26,1.4,-2.56,4.19,1.33,-3.65,2.41,142.86,47.42,226.97,18.5,-56.84,42.91,2.46,1.96,4.85,392.7,382.5,403.1,97354,65824,214530,10/2/2023,15:00:00,1.67
10/2/2023 18:00,1,3.75,3.48,4.08,-2.24,-3.06,-1.25,0.34,-1.82,3.48,2.33,-0.16,3.28,166.63,109.82,219.09,37.5,-2.5,60.63,1.93,1.03,2.75,384.6,373.1,393.4,114661,49474,169341,10/2/2023,18:00:00,1.67
10/2/2023 21:00,1,3.48,3.09,3.73,-2.1,-3.0,1.47,1.93,-2.13,3.28,1.58,-0.11,2.27,154.93,62.99,226.6,26.79,-2.0,40.85,0.99,0.18,2.56,378.4,371.1,407.8,67934,8209,167001,10/2/2023,21:00:00,2.33
10/3/2023 0:00,1,3.46,1.95,3.61,-2.13,-2.74,-1.07,0.13,-0.7,1.45,2.44,-1.2,3.36,173.08,136.14,210.52,48.81,-38.49,69.22,0.76,0.16,1.39,421.7,406.9,433.4,63184,5000,136116,10/3/2023,00:00:00,1.33
10/3/2023 3:00,1,3.39,3.11,3.62,0.26,-0.18,1.2,0.77,-2.3,2.44,-3.16,-3.5,-1.89,58.71,35.77,345.46,-68.28,-87.5,-37.72,0.8,0.3,2.04,413.9,390.9,434.7,110479,33095,219854,10/3/2023,03:00:00,2.67
10/3/2023 6:00,1,4.48,4.15,4.83,-1.52,-2.41,-0.16,3.73,2.99,4.11,2.1,0.44,3.0,111.0,92.46,126.97,26.72,5.9,44.85,4.14,1.18,6.51,474.7,419.6,481.8,326051,32535,431317,10/3/2023,06:00:00,1.67
10/3/2023 9:00,1,5.02,4.81,5.15,-2.84,-3.6,-1.93,4.1,2.89,4.39,-0.41,-2.25,1.99,126.5,116.21,140.68,-4.53,-26.58,24.5,7.23,6.52,7.42,481.5,478.5,482.6,449216,415905,470362,10/3/2023,09:00:00,1.33
10/3/2023 12:00,1,6.63,6.45,7.22,-2.82,-3.45,-1.91,0.91,-0.13,1.81,-5.93,-6.53,-5.58,161.07,140.47,183.88,-64.22,-72.73,-58.66,4.79,3.95,5.94,346.4,342.0,349.5,20621,17664,25289,10/3/2023,12:00:00,2.33
10/3/2023 15:00,1,7.67,5.03,7.9,-7.24,-7.71,-4.83,1.11,0.25,1.94,-1.42,-2.63,-0.3,170.42,162.55,178.01,-11.61,-20.08,-3.39,4.31,3.45,5.69,339.3,327.8,348.2,56771,17682,93287,10/3/2023,15:00:00,2.33
10/3/2023 18:00,1,7.56,6.87,7.82,-6.44,-7.24,-5.48,3.41,-1.73,4.44,0.4,-3.57,2.27,157.36,143.98,197.13,2.94,-31.29,19.77,4.69,3.9,6.63,324.3,322.4,339.7,13962,10050,70688,10/3/2023,18:00:00,2.33
10/3/2023 21:00,1,7.01,6.89,7.58,-6.38,-7.2,-4.76,2.1,1.01,5.02,-1.71,-2.21,-1.1,157.21,133.44,172.03,-14.13,-18.32,-8.84,4.76,3.79,5.26,393.5,386.0,400.2,115695,103566,130902,10/3/2023,21:00:00,1.67
10/4/2023 0:00,1,8.4,8.15,8.58,-6.7,-7.67,-5.99,5.05,1.65,5.63,-1.0,-2.33,-0.51,144.3,137.21,167.87,-6.81,-16.61,-3.48,2.92,2.35,4.02,393.0,390.1,395.8,130122,123357,142399,10/4/2023,00:00:00,2.67
10/4/2023 3:00,1,7.64,7.44,8.16,-6.41,-6.68,-6.27,0.53,-0.47,3.05,-4.0,-4.35,-3.69,174.64,155.18,184.21,-31.95,-34.27,-26.9,3.54,0.79,3.82,362.8,326.0,365.2,105297,5160,130060,10/4/2023,03:00:00,2.33
10/4/2023 6:00,1,8.51,8.21,8.6,-1.08,-3.18,0.23,7.25,0.5,7.79,-4.06,-7.77,-2.76,103.36,88.16,147.47,-28.67,-84.47,-20.05,4.37,2.83,5.79,401.8,393.9,410.8,129908,104980,161252,10/4/2023,06:00:00,2.67
10/4/2023 9:00,1,8.03,7.99,8.34,-4.44,-5.05,-4.33,5.22,5.08,5.96,-4.21,-4.36,-3.43,130.36,126.41,133.89,-31.7,-32.83,-24.68,2.04,1.79,2.53,423.5,416.0,439.6,136853,83774,217178,10/4/2023,09:00:00,2.67
10/4/2023 12:00,1,7.15,5.81,7.69,-1.06,-3.8,1.96,7.02,2.53,7.63,-1.05,-4.97,0.78,100.83,72.54,146.03,-8.3,-50.82,6.02,2.18,1.14,4.17,411.4,377.7,429.1,125238,68660,284019,10/4/2023,12:00:00,2.0
10/4/2023 15:00,1,6.49,6.36,6.74,-2.19,-4.01,-1.21,5.42,3.79,6.46,-2.15,-4.86,0.94,114.05,102.47,130.13,-19.67,-49.08,8.05,2.74,2.27,6.88,435.2,418.9,474.4,220530,155009,513432,10/4/2023,15:00:00,1.67
10/4/2023 18:00,1,8.53,7.36,8.89,-0.37,-3.15,1.63,7.58,5.02,8.32,3.51,-4.14,5.58,91.13,72.05,121.36,23.88,-34.44,46.58,4.31,3.55,5.85,404.3,396.4,425.0,117775,91726,354407,10/4/2023,18:00:00,2.0
10/4/2023 21:00,1,7.77,7.52,8.06,-1.3,-3.94,0.93,7.46,6.28,7.97,1.44,-1.67,2.72,99.43,83.21,121.47,10.97,-12.39,21.32,6.63,5.54,7.09,421.4,406.6,426.3,59282,55693,64183,10/4/2023,21:00:00,3.33
10/5/2023 0:00,1,7.48,6.39,7.69,-2.31,-3.56,0.12,-0.84,-5.25,3.51,-6.69,-7.14,-3.69,179.56,86.64,264.65,-64.22,-78.08,-34.96,6.4,5.75,7.81,432.2,423.3,441.1,70214,66926,89597,10/5/2023,00:00:00,4.33
10/5/2023 3:00,1,5.09,4.91,5.9,-1.54,-2.61,1.12,0.57,-1.21,5.0,-4.37,-5.15,-2.95,139.89,60.57,206.36,-62.13,-82.74,-29.98,6.27,5.6,6.83,461.9,444.5,468.5,189421,172172,202580,10/5/2023,03:00:00,5.0
10/5/2023 6:00,1,5.62,5.3,6.01,-2.62,-3.28,-1.86,-4.47,-5.07,-3.7,-2.08,-3.41,-0.72,239.71,232.9,249.83,-22.21,-36.51,-7.59,7.1,6.61,7.76,441.2,436.1,448.0,101680,71372,119814,10/5/2023,06:00:00,2.33
10/5/2023 9:00,1,5.08,4.06,5.29,2.48,0.63,2.66,3.11,2.35,3.89,-3.11,-3.86,-0.99,53.4,42.8,80.77,-37.87,-46.92,-14.08,5.91,5.55,8.21,455.7,444.6,458.4,173024,103981,190229,10/5/2023,09:00:00,3.0
10/5/2023 12:00,1,3.87,3.12,4.98,2.12,-0.2,2.96,2.62,-0.97,3.45,0.27,-4.88,1.91,45.38,27.98,347.19,4.24,-87.88,29.73,5.6,5.16,6.37,459.1,443.4,466.3,195980,122134,225621,10/5/2023,12:00:00,2.0
10/5/2023 15:00,1,3.61,2.27,4.24,1.8,1.0,2.81,2.97,1.31,3.32,0.01,-2.34,1.32,57.79,44.55,73.06,0.2,-40.43,35.32,4.69,4.53,5.0,453.7,452.0,457.8,209335,183888,232401,10/5/2023,15:00:00,1.0
10/5/2023 18:00,1,3.67,3.2,4.26,0.43,-0.79,1.56,3.5,2.68,4.17,-0.91,-1.87,0.65,84.8,66.5,106.03,-14.79,-31.22,9.51,4.57,4.33,5.33,440.2,436.7,464.4,109307,93638,220124,10/5/2023,18:00:00,1.33
10/5/2023 21:00,1,2.56,1.66,3.5,-0.21,-1.53,1.97,0.82,-0.58,2.87,-1.79,-2.63,2.17,99.58,33.79,203.12,-61.94,-80.33,43.12,4.77,4.5,5.28,461.3,454.5,467.8,192777,172033,207823,10/5/2023,21:00:00,2.33
10/6/2023 0:00,1,4.54,2.64,5.15,-0.08,-1.14,2.87,-3.89,-4.92,-1.41,-1.97,-3.52,1.5,270.58,252.3,333.84,-24.0,-49.94,30.96,12.97,11.82,13.72,460.7,457.5,466.0,128809,102442,176791,10/6/2023,00:00:00,2.33
10/6/2023 3:00,1,4.88,3.25,6.13,0.72,-0.78,3.29,3.45,0.5,4.76,-2.66,-4.0,5.1,76.74,8.69,100.77,-35.56,-51.64,56.84,13.42,12.49,14.29,473.5,471.2,480.5,181225,161103,217288,10/6/2023,03:00:00,2.67
10/6/2023 6:00,1,5.77,3.74,6.67,2.81,-2.62,3.92,4.02,2.02,5.31,1.71,-1.5,3.49,60.15,27.31,129.82,20.13,-20.13,38.32,14.33,11.72,15.47,440.8,428.0,444.6,89326,74555,114793,10/6/2023,06:00:00,2.33
10/6/2023 9:00,1,4.27,3.47,5.26,2.9,0.5,4.24,-0.41,-2.42,2.09,2.84,0.69,3.52,355.86,0.28,354.61,40.91,11.41,58.33,15.49,13.29,17.3,424.5,418.7,430.1,45646,40952,54919,10/6/2023,09:00:00,1.67
10/6/2023 12:00,1,4.47,3.58,5.38,0.23,-1.78,2.39,-4.1,-4.76,-2.91,1.28,-0.97,3.18,275.99,247.67,305.43,17.28,-12.4,37.66,11.1,10.53,11.74,420.2,417.0,423.0,50568,42111,66226,10/6/2023,12:00:00,1.33
